p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,player_name,market_value_eur,market_value_text
bendavies,2016,42,330,1845,23,34,9213,117,24-04-1993,181.6666667,75.16666667,Wales,Medium/High,Defender,23,5535.0,69.0,80.2173913,42.0,23.0,22.77586062,3.5,1.0,0.0,990.0,42.0,Ben Davies,5000000,€5.00m
bendavies,2016,42,330,1845,23,34,9213,117,11-08-1995,185.0,74.0,England,Medium/Medium,Defender,21,7380.0,92.0,80.2173913,42.0,23.0,21.62162162,3.0,1.0,0.0,1320.0,42.0,Ben Davies,5000000,€5.00m
bendavies,2016,42,330,1845,23,34,9213,117,11-08-1995,185.0,74.0,England,Medium/Medium,Defender,21,9225.0,115.0,80.2173913,42.0,23.0,21.62162162,3.0,1.0,0.0,1650.0,42.0,Ben Davies,5000000,€5.00m
bendavies,2018,32,330,1964,27,34,9213,117,27-05-1981,170.0,67.0,England,High/Medium,Defender,37,11070.0,138.0,80.2173913,42.0,23.0,23.183391,3.5,1.0,0.0,1980.0,42.0,Ben Davies,5000000,€5.00m
bendavies,2018,32,330,1964,27,34,9213,117,27-05-1981,170.0,67.0,England,High/Medium,Defender,37,13034.0,165.0,78.99393939,40.57142857,23.57142857,23.183391,3.5,1.0,0.0,2310.0,32.0,Ben Davies,5000000,€5.00m
bendavies,2018,32,330,1964,27,34,9213,117,24-04-1993,181.6666667,75.16666667,Wales,Medium/High,Defender,25,14998.0,192.0,78.11458333,39.5,24.0,22.77586062,3.5,1.0,0.0,2640.0,32.0,Ben Davies,5000000,€5.00m
bendavies,2018,32,330,1964,27,34,9213,117,24-04-1993,181.6666667,75.16666667,Wales,Medium/High,Defender,25,16962.0,219.0,77.45205479,38.66666667,24.33333333,22.77586062,3.5,1.0,0.0,2970.0,32.0,Ben Davies,5000000,€5.00m
bendavies,2018,32,330,1964,27,34,9213,117,11-08-1995,185.0,74.0,England,Medium/Medium,Defender,23,18926.0,246.0,76.93495935,38.0,24.6,21.62162162,3.0,1.0,0.0,3300.0,32.0,Ben Davies,5000000,€5.00m
bendavies,2018,32,330,1964,27,34,9213,117,11-08-1995,185.0,74.0,England,Medium/Medium,Defender,23,20890.0,273.0,76.52014652,37.45454545,24.81818182,21.62162162,3.0,1.0,0.0,3630.0,32.0,Ben Davies,5000000,€5.00m
bendavies,2019,153,330,1508,18,24,9213,117,27-05-1981,170.0,67.0,England,High/Medium,Defender,38,22854.0,300.0,76.18,37.0,25.0,23.183391,3.5,1.0,0.0,3960.0,32.0,Ben Davies,5000000,€5.00m
bendavies,2019,153,330,1508,18,24,9213,117,27-05-1981,170.0,67.0,England,High/Medium,Defender,38,24362.0,318.0,76.61006289,45.92307692,24.46153846,23.183391,3.5,1.0,1.0,4290.0,153.0,Ben Davies,5000000,€5.00m
bendavies,2019,153,330,1508,18,24,9213,117,24-04-1993,181.6666667,75.16666667,Wales,Medium/High,Defender,26,25870.0,336.0,76.99404762,53.57142857,24.0,22.77586062,3.5,1.0,1.0,4620.0,153.0,Ben Davies,5000000,€5.00m
bendavies,2019,153,330,1508,18,24,9213,117,24-04-1993,181.6666667,75.16666667,Wales,Medium/High,Defender,26,27378.0,354.0,77.33898305,60.2,23.6,22.77586062,3.5,1.0,1.0,4950.0,153.0,Ben Davies,5000000,€5.00m
bendavies,2019,153,330,1508,18,24,9213,117,11-08-1995,185.0,74.0,England,Medium/Medium,Defender,24,28886.0,372.0,77.65053763,66.0,23.25,21.62162162,3.0,1.0,1.0,5280.0,153.0,Ben Davies,5000000,€5.00m
bendavies,2019,153,330,1508,18,24,9213,117,11-08-1995,185.0,74.0,England,Medium/Medium,Defender,24,30394.0,390.0,77.93333333,71.11764706,22.94117647,21.62162162,3.0,1.0,1.0,5610.0,153.0,Ben Davies,5000000,€5.00m
bendavies,2020,103,330,1440,20,33,9213,117,27-05-1981,170.0,67.0,England,High/Medium,Defender,39,31902.0,408.0,78.19117647,75.66666667,22.66666667,23.183391,3.5,1.0,1.0,5940.0,153.0,Ben Davies,5000000,€5.00m
bendavies,2020,103,330,1440,20,33,9213,117,27-05-1981,170.0,67.0,England,High/Medium,Defender,39,33342.0,428.0,77.90186916,77.10526316,22.52631579,23.183391,3.5,1.0,0.0,6270.0,103.0,Ben Davies,5000000,€5.00m
bendavies,2020,103,330,1440,20,33,9213,117,24-04-1993,181.6666667,75.16666667,Wales,Medium/High,Defender,27,34782.0,448.0,77.63839286,78.4,22.4,22.77586062,3.5,1.0,0.0,6600.0,103.0,Ben Davies,5000000,€5.00m
bendavies,2020,103,330,1440,20,33,9213,117,24-04-1993,181.6666667,75.16666667,Wales,Medium/High,Defender,27,36222.0,468.0,77.3974359,79.57142857,22.28571429,22.77586062,3.5,1.0,0.0,6930.0,103.0,Ben Davies,5000000,€5.00m
bendavies,2020,103,330,1440,20,33,9213,117,11-08-1995,185.0,74.0,England,Medium/Medium,Defender,25,37662.0,488.0,77.17622951,80.63636364,22.18181818,21.62162162,3.0,1.0,0.0,7260.0,103.0,Ben Davies,5000000,€5.00m
bendavies,2020,103,330,1440,20,33,9213,117,11-08-1995,185.0,74.0,England,Medium/Medium,Defender,25,39102.0,508.0,76.97244094,81.60869565,22.08695652,21.62162162,3.0,1.0,0.0,7590.0,103.0,Ben Davies,5000000,€5.00m
bengibson,2018,89,277,63,1,24,3673,39,15-01-1993,185.0,78.0,England,Medium/Medium,Defender,25,0.0,0.0,0.0,0.0,0.0,22.79035793,3.0,1.0,0.0,0.0,0.0,Ben Gibson,700000,€700k
bengibson,2019,188,277,0,0,11,3673,39,15-01-1993,185.0,78.0,England,Medium/Medium,Defender,26,63.0,1.0,63.0,89.0,1.0,22.79035793,3.0,1.0,0.0,277.0,89.0,Ben Gibson,700000,€700k
bengodfrey,2019,44,55,2805,30,31,5643,61,15-01-1998,183.3333333,74.66666667,England,Medium/High,Defender,21,0.0,0.0,0.0,0.0,0.0,22.21487603,3.5,1.0,0.0,0.0,0.0,Ben Godfrey,5500000,€5.50m
bengodfrey,2020,11,55,2838,31,33,5643,61,15-01-1998,183.3333333,74.66666667,England,Medium/High,Defender,22,2805.0,30.0,93.5,44.0,30.0,22.21487603,3.5,1.0,0.0,55.0,44.0,Ben Godfrey,5500000,€5.50m
benhamer,2016,171,239,0,0,8,877,11,20-11-1987,192.5,86.66666667,England,Medium/Medium,Goalkeeper,29,0.0,0.0,0.0,0.0,0.0,23.38786754,3.0,0.0,0.0,0.0,0.0,Ben Hamer,75000,€75k
benhamer,2018,68,239,583,7,33,877,11,20-11-1987,192.5,86.66666667,England,Medium/Medium,Goalkeeper,31,0.0,0.0,0.0,171.0,0.0,23.38786754,3.0,0.0,1.0,239.0,171.0,Ben Hamer,75000,€75k
benjaminmendy,2017,247,778,391,7,8,3902,49,17-07-1994,185.0,83.33333333,France,High/Medium,Defender,23,0.0,0.0,0.0,0.0,0.0,24.348673,3.5,1.0,0.0,0.0,0.0,Benjamin Mendy,800000,€800k
benjaminmendy,2018,351,778,950,10,11,3902,49,17-07-1994,185.0,83.33333333,France,High/Medium,Defender,24,391.0,7.0,55.85714286,247.0,7.0,24.348673,3.5,1.0,1.0,778.0,247.0,Benjamin Mendy,800000,€800k
benjaminmendy,2019,58,778,1561,19,27,3902,49,17-07-1994,185.0,83.33333333,France,High/Medium,Defender,25,1341.0,17.0,78.88235294,299.0,8.5,24.348673,3.5,1.0,1.0,1556.0,351.0,Benjamin Mendy,800000,€800k
benjaminmendy,2020,58,778,1000,13,32,3902,49,17-07-1994,185.0,83.33333333,France,High/Medium,Defender,26,2902.0,36.0,80.61111111,218.6666667,12.0,24.348673,3.5,1.0,0.0,2334.0,58.0,Benjamin Mendy,800000,€800k
benjohnson,2018,7,7,63,1,1,924,18,24-01-2000,177.5,68.5,England,High/Medium,Defender,18,0.0,0.0,0.0,0.0,0.0,21.74171791,3.5,1.0,0.0,0.0,0.0,Ben Johnson,7000000,€7.00m
benmee,2017,57,189,2755,29,29,15424,163,23-09-1989,181.0,78.0,England,Medium/High,Defender,28,0.0,0.0,0.0,0.0,0.0,23.80879705,3.5,1.0,0.0,0.0,0.0,Ben Mee,500000,€500k
benmee,2020,132,189,2839,30,30,15424,163,23-09-1989,181.0,78.0,England,Medium/High,Defender,31,2755.0,29.0,95.0,57.0,29.0,23.80879705,3.5,1.0,0.0,189.0,57.0,Ben Mee,500000,€500k
benosborn,2020,24,24,1691,24,34,2330,36,05-08-1994,174.8333333,73.66666667,England,High/High,Midfielder,26,0.0,0.0,0.0,0.0,0.0,24.10030525,4.0,3.0,0.0,0.0,0.0,Ben Osborn,750000,€750k
benwilmot,2018,23,23,36,2,7,36,2,04-11-1999,188.0,80.0,England,Medium/Medium,Defender,19,0.0,0.0,0.0,0.0,0.0,22.63467632,3.0,1.0,0.0,0.0,0.0,Ben Wilmot,5500000,€5.50m
berndleno,2018,35,105,2947,32,38,9067,97,04-03-1992,190.0,82.66666667,Germany,Medium/Medium,Goalkeeper,26,0.0,0.0,0.0,0.0,0.0,22.89935365,3.0,0.0,0.0,0.0,0.0,Bernd Leno,8000000,€8.00m
berndleno,2019,67,105,2795,30,30,9067,97,04-03-1992,190.0,82.66666667,Germany,Medium/Medium,Goalkeeper,27,2947.0,32.0,92.09375,35.0,32.0,22.89935365,3.0,0.0,0.0,105.0,35.0,Bernd Leno,8000000,€8.00m
billygilmour,2020,131,131,279,5,17,494,11,11-06-2001,170.0,66.5,Scotland,Medium/Medium,Midfielder,19,0.0,0.0,0.0,0.0,0.0,23.01038062,3.0,3.0,0.0,0.0,0.0,Billy Gilmour,20000000,€20.00m
bradsmith,2016,35,338,280,5,31,280,5,09-04-1994,176.8,70.0,Australia,High/Medium,Defender,22,0.0,0.0,0.0,0.0,0.0,22.39409512,3.5,1.0,0.0,0.0,0.0,Brad Smith,300000,€300k
bradsmith,2017,136,338,0,0,8,280,5,09-04-1994,176.8,70.0,Australia,High/Medium,Defender,23,280.0,5.0,56.0,35.0,5.0,22.39409512,3.5,1.0,0.0,338.0,35.0,Brad Smith,300000,€300k
brandonwilliams,2019,4,26,1060,17,29,1263,21,03-09-2000,182.0,70.0,England,High/Medium,Defender,19,0.0,0.0,0.0,0.0,0.0,21.13271344,3.5,1.0,0.0,0.0,0.0,Brandon Williams,1000000,€1.00m
brandonwilliams,2020,22,26,203,4,20,1263,21,03-09-2000,182.0,70.0,England,High/Medium,Defender,20,1060.0,17.0,62.35294118,4.0,17.0,21.13271344,3.5,1.0,0.0,26.0,4.0,Brandon Williams,1000000,€1.00m
brendangalloway,2016,18,601,258,3,17,258,3,17-03-1996,186.0,74.0,England,Medium/Medium,Defender,20,0.0,0.0,0.0,0.0,0.0,21.38975604,3.0,1.0,0.0,0.0,0.0,Brendan Galloway,250000,€250k
bryanoviedo,2016,34,66,1106,13,18,1106,13,18-02-1990,172.0,67.5,Costa Rica,High/Medium,Defender,26,0.0,0.0,0.0,0.0,0.0,22.81638724,3.5,1.0,0.0,0.0,0.0,Bryan Oviedo,125000,€125k
bukayosaka,2019,12,22,1838,26,32,4519,59,05-09-2001,178.0,67.5,England,High/High,Midfielder,18,0.0,0.0,0.0,0.0,0.0,21.30412827,4.0,3.0,0.0,0.0,0.0,Bukayo Saka,130000000,€130.00m
bukayosaka,2020,10,22,2669,32,36,4519,59,05-09-2001,178.0,67.5,England,High/High,Midfielder,19,1838.0,26.0,70.69230769,12.0,26.0,21.30412827,4.0,3.0,0.0,22.0,12.0,Bukayo Saka,130000000,€130.00m
callumpaterson,2018,73,350,2111,27,29,2111,27,13-10-1994,187.0,76.0,Scotland,High/Medium,Forward,24,0.0,0.0,0.0,0.0,0.0,21.73353542,3.5,2.0,0.0,0.0,0.0,Callum Paterson,550000,€550k
callumrobinson,2019,10,127,721,16,23,2349,44,02-02-1995,178.0,75.0,England,High/Medium,Forward,24,0.0,0.0,0.0,0.0,0.0,23.67125363,3.5,2.0,0.0,0.0,0.0,Callum Robinson,1000000,€1.00m
callumrobinson,2020,11,127,1628,28,38,2349,44,02-02-1995,178.0,75.0,England,High/Medium,Forward,25,721.0,16.0,45.0625,10.0,16.0,23.67125363,3.5,2.0,0.0,127.0,10.0,Callum Robinson,1000000,€1.00m
callumwilson,2016,260,443,1402,20,22,11374,139,27-02-1992,180.0,66.0,England,High/Medium,Forward,24,0.0,0.0,0.0,0.0,0.0,20.37037037,3.5,2.0,0.0,0.0,0.0,Callum Wilson,5000000,€5.00m
callumwilson,2016,260,443,1402,20,22,11374,139,02-07-1997,182.0,68.0,England,High/Medium,Forward,19,1402.0,20.0,70.1,260.0,20.0,20.52892163,3.5,2.0,1.0,443.0,260.0,Callum Wilson,5000000,€5.00m
callumwilson,2018,72,443,2649,30,30,11374,139,27-02-1992,180.0,66.0,England,High/Medium,Forward,26,2804.0,40.0,70.1,260.0,20.0,20.37037037,3.5,2.0,1.0,886.0,260.0,Callum Wilson,5000000,€5.00m
callumwilson,2018,72,443,2649,30,30,11374,139,02-07-1997,182.0,68.0,England,High/Medium,Forward,21,5453.0,70.0,77.9,197.3333333,23.33333333,20.52892163,3.5,2.0,0.0,1329.0,72.0,Callum Wilson,5000000,€5.00m
callumwilson,2019,12,443,3061,35,35,11374,139,27-02-1992,180.0,66.0,England,High/Medium,Forward,27,8102.0,100.0,81.02,166.0,25.0,20.37037037,3.5,2.0,0.0,1772.0,72.0,Callum Wilson,5000000,€5.00m
callumwilson,2019,12,443,3061,35,35,11374,139,02-07-1997,182.0,68.0,England,High/Medium,Forward,22,11163.0,135.0,82.68888889,135.2,27.0,20.52892163,3.5,2.0,0.0,2215.0,12.0,Callum Wilson,5000000,€5.00m
callumwilson,2020,99,443,2195,26,27,11374,139,27-02-1992,180.0,66.0,England,High/Medium,Forward,28,14224.0,170.0,83.67058824,114.6666667,28.33333333,20.37037037,3.5,2.0,0.0,2658.0,12.0,Callum Wilson,5000000,€5.00m
callumwilson,2020,99,443,2195,26,27,11374,139,02-07-1997,182.0,68.0,England,High/Medium,Forward,23,16419.0,196.0,83.77040816,112.4285714,28.0,20.52892163,3.5,2.0,0.0,3101.0,99.0,Callum Wilson,5000000,€5.00m
calumchambers,2016,63,458,2375,25,29,7975,92,20-01-1995,182.8333333,70.66666667,England,Low/High,Defender,21,0.0,0.0,0.0,0.0,0.0,21.13994494,3.0,1.0,0.0,0.0,0.0,Calum Chambers,1000000,€1.00m
calumchambers,2017,58,458,904,12,19,7975,92,20-01-1995,182.8333333,70.66666667,England,Low/High,Defender,22,2375.0,25.0,95.0,63.0,25.0,21.13994494,3.0,1.0,0.0,458.0,63.0,Calum Chambers,1000000,€1.00m
calumchambers,2018,22,458,2736,31,33,7975,92,20-01-1995,182.8333333,70.66666667,England,Low/High,Defender,23,3279.0,37.0,88.62162162,60.5,18.5,21.13994494,3.0,1.0,0.0,916.0,58.0,Calum Chambers,1000000,€1.00m
calumchambers,2019,315,458,1163,14,19,7975,92,20-01-1995,182.8333333,70.66666667,England,Low/High,Defender,24,6015.0,68.0,88.45588235,47.66666667,22.66666667,21.13994494,3.0,1.0,0.0,1374.0,22.0,Calum Chambers,1000000,€1.00m
carljenkinson,2018,72,544,175,3,5,258,4,08-02-1992,185.0,77.0,England,High/High,Defender,26,0.0,0.0,0.0,0.0,0.0,22.49817385,4.0,1.0,0.0,0.0,0.0,Carl Jenkinson,75000,€75k
cenktosun,2018,61,558,1145,25,36,2732,54,07-06-1991,183.0,78.0,Turkey,High/Medium,Forward,27,0.0,0.0,0.0,0.0,0.0,23.29122996,3.5,2.0,0.0,0.0,0.0,Cenk Tosun,500000,€500k
cenktosun,2019,275,558,496,10,21,2732,54,07-06-1991,183.0,78.0,Turkey,High/Medium,Forward,28,1145.0,25.0,45.8,61.0,25.0,23.29122996,3.5,2.0,0.0,558.0,61.0,Cenk Tosun,500000,€500k
cenktosun,2020,222,558,65,5,11,2732,54,07-06-1991,183.0,78.0,Turkey,High/Medium,Forward,29,1641.0,35.0,46.88571429,168.0,17.5,23.29122996,3.5,2.0,1.0,1116.0,275.0,Cenk Tosun,500000,€500k
charlietaylor,2017,5,142,1004,11,29,9049,102,18-09-1993,182.6666667,70.66666667,England,High/Medium,Defender,24,0.0,0.0,0.0,0.0,0.0,21.17853908,3.5,1.0,0.0,0.0,0.0,Charlie Taylor,2000000,€2.00m
charlietaylor,2019,30,142,2056,24,30,9049,102,18-09-1993,182.6666667,70.66666667,England,High/Medium,Defender,26,1004.0,11.0,91.27272727,5.0,11.0,21.17853908,3.5,1.0,0.0,142.0,5.0,Charlie Taylor,2000000,€2.00m
charlietaylor,2020,107,142,2559,29,30,9049,102,18-09-1993,182.6666667,70.66666667,England,High/Medium,Defender,27,3060.0,35.0,87.42857143,17.5,17.5,21.17853908,3.5,1.0,0.0,284.0,30.0,Charlie Taylor,2000000,€2.00m
chrismepham,2019,157,222,966,12,23,1865,24,05-11-1997,191.0,75.0,Wales,High/High,Defender,22,0.0,0.0,0.0,0.0,0.0,20.55864697,4.0,1.0,0.0,0.0,0.0,Chris Mepham,3500000,€3.50m
chrissmalling,2016,91,313,1292,18,22,6215,71,22-11-1989,193.3333333,82.5,England,Medium/High,Defender,27,0.0,0.0,0.0,0.0,0.0,22.07193817,3.5,1.0,0.0,0.0,0.0,Chris Smalling,1200000,€1.20m
chrissmalling,2018,57,313,2243,24,28,6215,71,22-11-1989,193.3333333,82.5,England,Medium/High,Defender,29,1292.0,18.0,71.77777778,91.0,18.0,22.07193817,3.5,1.0,0.0,313.0,91.0,Chris Smalling,1200000,€1.20m
christianbenteke,2017,55,264,2376,31,31,9811,137,03-12-1990,190.0,83.0,Belgium,Medium/Low,Forward,27,0.0,0.0,0.0,0.0,0.0,22.99168975,2.5,2.0,0.0,0.0,0.0,Christian Benteke,1500000,€1.50m
christianbenteke,2018,146,264,863,16,20,9811,137,03-12-1990,190.0,83.0,Belgium,Medium/Low,Forward,28,2376.0,31.0,76.64516129,55.0,31.0,22.99168975,2.5,2.0,0.0,264.0,55.0,Christian Benteke,1500000,€1.50m
christianbenteke,2019,49,264,1347,24,27,9811,137,03-12-1990,190.0,83.0,Belgium,Medium/Low,Forward,29,3239.0,47.0,68.91489362,100.5,23.5,22.99168975,2.5,2.0,1.0,528.0,146.0,Christian Benteke,1500000,€1.50m
christianbenteke,2020,14,264,1943,30,34,9811,137,03-12-1990,190.0,83.0,Belgium,Medium/Low,Forward,30,4586.0,71.0,64.5915493,83.33333333,23.66666667,22.99168975,2.5,2.0,0.0,792.0,49.0,Christian Benteke,1500000,€1.50m
christianeriksen,2018,28,265,2933,35,36,10791,128,14-02-1992,179.8333333,74.33333333,Denmark,High/Medium,Midfielder,26,0.0,0.0,0.0,0.0,0.0,22.98493181,3.5,3.0,0.0,0.0,0.0,Christian Eriksen,3000000,€3.00m
christianeriksen,2019,5,265,1185,20,23,10791,128,14-02-1992,179.8333333,74.33333333,Denmark,High/Medium,Midfielder,27,2933.0,35.0,83.8,28.0,35.0,22.98493181,3.5,3.0,0.0,265.0,28.0,Christian Eriksen,3000000,€3.00m
christiankabasele,2016,52,85,823,16,22,7443,92,24-02-1991,187.6666667,84.0,Belgium,Medium/High,Defender,25,0.0,0.0,0.0,0.0,0.0,23.85091287,3.5,1.0,0.0,0.0,0.0,Christian Kabasele,800000,€800k
christiankabasele,2018,22,85,1740,21,31,7443,92,24-02-1991,187.6666667,84.0,Belgium,Medium/High,Defender,27,823.0,16.0,51.4375,52.0,16.0,23.85091287,3.5,1.0,0.0,85.0,52.0,Christian Kabasele,800000,€800k
christiankabasele,2019,11,85,2423,27,34,7443,92,24-02-1991,187.6666667,84.0,Belgium,Medium/High,Defender,28,2563.0,37.0,69.27027027,37.0,18.5,23.85091287,3.5,1.0,0.0,170.0,22.0,Christian Kabasele,800000,€800k
christianpulisic,2019,172,382,1798,25,29,3638,52,18-09-1998,175.2,69.0,United States,Medium/Medium,Midfielder,21,0.0,0.0,0.0,0.0,0.0,22.47920185,3.0,3.0,0.0,0.0,0.0,Christian Pulisic,60000000,€60.00m
christianpulisic,2020,108,382,1840,27,29,3638,52,18-09-1998,175.2,69.0,United States,Medium/Medium,Midfielder,22,1798.0,25.0,71.92,172.0,25.0,22.47920185,3.0,3.0,1.0,382.0,172.0,Christian Pulisic,60000000,€60.00m
christianwalton,2020,132,203,0,0,8,0,0,09-11-1995,195.0,74.4,England,Medium/Medium,Goalkeeper,25,0.0,0.0,0.0,0.0,0.0,19.56607495,3.0,0.0,0.0,0.0,0.0,Christian Walton,800000,€800k
chriswood,2017,78,172,1689,24,25,9813,127,07-12-1991,190.3333333,93.5,New Zealand,High/Medium,Forward,26,0.0,0.0,0.0,0.0,0.0,25.80963744,3.5,2.0,0.0,0.0,0.0,Chris Wood,8000000,€8.00m
chriswood,2018,7,172,2706,38,38,9813,127,07-12-1991,190.3333333,93.5,New Zealand,High/Medium,Forward,27,1689.0,24.0,70.375,78.0,24.0,25.80963744,3.5,2.0,0.0,172.0,78.0,Chris Wood,8000000,€8.00m
chriswood,2019,70,172,2553,32,32,9813,127,07-12-1991,190.3333333,93.5,New Zealand,High/Medium,Forward,28,4395.0,62.0,70.88709677,42.5,31.0,25.80963744,3.5,2.0,0.0,344.0,7.0,Chris Wood,8000000,€8.00m
chriswood,2020,17,172,2865,33,33,9813,127,07-12-1991,190.3333333,93.5,New Zealand,High/Medium,Forward,29,6948.0,94.0,73.91489362,51.66666667,31.33333333,25.80963744,3.5,2.0,0.0,516.0,70.0,Chris Wood,8000000,€8.00m
chubaakpom,2016,101,105,0,0,1,0,0,09-10-1995,184.0,73.66666667,England,Medium/Medium,Forward,21,0.0,0.0,0.0,0.0,0.0,21.75882168,3.0,2.0,0.0,0.0,0.0,Chuba Akpom,6000000,€6.00m
conortownsend,2020,69,69,2355,25,27,2355,25,04-03-1993,183.0,73.0,England,Medium/Medium,Defender,27,0.0,0.0,0.0,0.0,0.0,21.79820239,3.0,1.0,0.0,0.0,0.0,Conor Townsend,500000,€500k
craigdawson,2017,66,85,2639,28,29,10727,116,06-05-1990,188.0,83.16666667,England,Medium/Medium,Defender,27,0.0,0.0,0.0,0.0,0.0,23.53063226,3.0,1.0,0.0,0.0,0.0,Craig Dawson,900000,€900k
craigdawson,2019,19,85,2545,29,34,10727,116,06-05-1990,188.0,83.16666667,England,Medium/Medium,Defender,29,2639.0,28.0,94.25,66.0,28.0,23.53063226,3.0,1.0,0.0,85.0,66.0,Craig Dawson,900000,€900k
cucomartina,2017,16,16,1931,21,35,2557,30,25-09-1989,184.2,75.0,Curacao,Medium/Medium,Defender,28,0.0,0.0,0.0,0.0,0.0,22.10456698,3.0,1.0,0.0,0.0,0.0,Cuco Martina,100000,€100k
daleyblind,2017,89,237,387,7,18,2321,30,09-03-1990,180.0,72.0,Netherlands,High/Medium,Defender,27,0.0,0.0,0.0,0.0,0.0,22.22222222,3.5,1.0,0.0,0.0,0.0,Daley Blind,1400000,€1.40m
danburn,2019,38,38,3041,34,34,5220,61,09-05-1992,198.5,87.0,England,Low/Medium,Defender,27,0.0,0.0,0.0,0.0,0.0,22.07995736,2.5,1.0,0.0,0.0,0.0,Dan Burn,5000000,€5.00m
danielamartey,2017,72,744,535,8,19,3769,53,21-12-1994,185.0,78.16666667,Ghana,Medium/High,Defender,23,0.0,0.0,0.0,0.0,0.0,22.83905527,3.5,1.0,0.0,0.0,0.0,Daniel Amartey,1200000,€1.20m
danielamartey,2018,330,744,679,9,10,3769,53,21-12-1994,185.0,78.16666667,Ghana,Medium/High,Defender,24,535.0,8.0,66.875,72.0,8.0,22.83905527,3.5,1.0,0.0,744.0,72.0,Daniel Amartey,1200000,€1.20m
danielamartey,2020,75,744,769,12,27,3769,53,21-12-1994,185.0,78.16666667,Ghana,Medium/High,Defender,26,1214.0,17.0,71.41176471,201.0,8.5,22.83905527,3.5,1.0,1.0,1488.0,330.0,Daniel Amartey,1200000,€1.20m
danieljames,2019,19,65,2402,33,37,3359,48,10-11-1997,172.5,76.0,Wales,High/Medium,Midfielder,22,0.0,0.0,0.0,0.0,0.0,25.54085276,3.5,3.0,0.0,0.0,0.0,Daniel James,14000000,€14.00m
danieljames,2020,27,65,957,15,27,3359,48,10-11-1997,172.5,76.0,Wales,High/Medium,Midfielder,23,2402.0,33.0,72.78787879,19.0,33.0,25.54085276,3.5,3.0,0.0,65.0,19.0,Daniel James,14000000,€14.00m
dannyings,2018,106,455,1696,24,26,7175,99,23-07-1992,178.0,73.0,England,High/High,Forward,26,0.0,0.0,0.0,0.0,0.0,23.0400202,4.0,2.0,0.0,0.0,0.0,Danny Ings,3500000,€3.50m
dannyings,2020,61,455,2265,29,29,7175,99,23-07-1992,178.0,73.0,England,High/High,Forward,28,1696.0,24.0,70.66666667,106.0,24.0,23.0400202,4.0,2.0,0.0,455.0,106.0,Danny Ings,3500000,€3.50m
dannyward,2017,259,380,0,0,1,485,14,09-12-1990,180.0,80.0,England,High/High,Forward,27,0.0,0.0,0.0,0.0,0.0,24.69135802,4.0,2.0,0.0,0.0,0.0,Danny Ward,800000,€800k
dannyward,2017,259,380,0,0,1,485,14,09-12-1990,180.0,80.0,England,High/High,Goalkeeper,27,0.0,0.0,0.0,259.0,0.0,24.69135802,4.0,0.0,1.0,380.0,259.0,Danny Ward,800000,€800k
dannyward,2017,259,380,0,0,1,485,14,22-06-1993,191.0,88.0,Wales,Medium/Medium,Forward,24,0.0,0.0,0.0,259.0,0.0,24.12214577,3.0,2.0,1.0,760.0,259.0,Danny Ward,800000,€800k
dannyward,2017,259,380,0,0,1,485,14,22-06-1993,191.0,88.0,Wales,Medium/Medium,Goalkeeper,24,0.0,0.0,0.0,259.0,0.0,24.12214577,3.0,0.0,1.0,1140.0,259.0,Danny Ward,800000,€800k
dannyward,2018,50,380,485,14,54,485,14,09-12-1990,180.0,80.0,England,High/High,Forward,28,0.0,0.0,0.0,259.0,0.0,24.69135802,4.0,2.0,1.0,1520.0,259.0,Danny Ward,800000,€800k
dannyward,2018,50,380,485,14,54,485,14,09-12-1990,180.0,80.0,England,High/High,Goalkeeper,28,485.0,14.0,34.64285714,217.2,2.8,24.69135802,4.0,0.0,0.0,1900.0,50.0,Danny Ward,800000,€800k
dannyward,2018,50,380,485,14,54,485,14,22-06-1993,191.0,88.0,Wales,Medium/Medium,Forward,25,970.0,28.0,34.64285714,189.3333333,4.666666667,24.12214577,3.0,2.0,0.0,2280.0,50.0,Danny Ward,800000,€800k
dannyward,2018,50,380,485,14,54,485,14,22-06-1993,191.0,88.0,Wales,Medium/Medium,Goalkeeper,25,1455.0,42.0,34.64285714,169.4285714,6.0,24.12214577,3.0,0.0,0.0,2660.0,50.0,Danny Ward,800000,€800k
dannyward,2020,71,380,0,0,38,485,14,09-12-1990,180.0,80.0,England,High/High,Forward,30,1940.0,56.0,34.64285714,154.5,7.0,24.69135802,4.0,2.0,0.0,3040.0,50.0,Danny Ward,800000,€800k
dannyward,2020,71,380,0,0,38,485,14,09-12-1990,180.0,80.0,England,High/High,Goalkeeper,30,1940.0,56.0,34.64285714,145.2222222,6.222222222,24.69135802,4.0,0.0,0.0,3420.0,71.0,Danny Ward,800000,€800k
dannyward,2020,71,380,0,0,38,485,14,22-06-1993,191.0,88.0,Wales,Medium/Medium,Forward,27,1940.0,56.0,34.64285714,137.8,5.6,24.12214577,3.0,2.0,0.0,3800.0,71.0,Danny Ward,800000,€800k
