player_id,player_name,nationality,position,club,age,date_of_birth,foot,contract_expiration_date,contract_years_remaining,total_appearances,total_minutes_played,total_goals,total_assists,total_shots,total_shots_on_target,shot_accuracy,total_successful_dribbles,total_key_passes,avg_rating,career_span_years,total_yellow_cards,total_red_cards,games_per_season_avg,minutes_per_game_avg,passing_accuracy,total_tackles,total_interceptions,total_clearances,total_clean_sheets,total_saves,save_percentage,total_goals_conceded,total_injuries,total_days_out,avg_injury_duration,max_injury_duration,min_injury_duration,injury_types_list,most_recent_injury_date,days_since_last_injury,injury_frequency,had_knee_injury,had_hamstring_injury,had_acl_injury,had_surgery,injury_severity_score,games_missed_due_injury,currently_injured,sentiment_score,mentions_count,positive_ratio,negative_ratio,neutral_ratio,engagement_rate,fan_base_size,trending_score,controversy_flag,media_coverage_score,hashtag_mentions,retweet_avg,like_avg,market_value,peak_value,transfer_history_total,number_of_transfers,value_trend,goals_per_game,assists_per_game,goal_contribution,goal_contribution_per_game,minutes_per_goal,minutes_per_assist,discipline_score,experience_score,injury_risk_score,availability_score,recovery_rate,estimated_contract_value,is_at_peak,career_stage,value_appreciation_potential,sentiment_momentum,popularity_index,public_perception_score,controversy_impact,player_quality_score,market_attractiveness,value_for_money,age_group
PL0249,Denis Zakaria,Switzerland,CDM,Monaco,28,24-05-1998,Both,15-01-2029,3,425,25844,190,120,1307,470,49.66,799,320,6.67,5,15,0,85,60.8,85.12,602,772.5,1165.5,93,802,72.1,237,13,1139,87.6,179,9,"Hamstring Injury, Calf Injury, Fracture, Ankle Injury, Ligament Damage, Knee Injury, ACL Injury",29-05-2024,597,1.3,1,1,1,1,3.12,208,0,0.104,2865,0.15,0.467,0.384,2.94,18973,20.4,1,5.76,3066,3054,16585,48.22,63.23,73.38,2,Rising,0.447058824,0.282352941,310,0.729411765,135.3089005,213.5867769,8.5,13.5,7.72,51.05882353,6.257142857,149.4582331,1,Prime,0,0.021216,2.434055257,0.2508,1.337955,40.09336471,28.25776524,81.45746588,26-29
PL0249,Denis Zakaria,Switzerland,CDM,Monaco,28,24-05-1998,Both,15-01-2029,3,425,25844,190,120,1307,470,49.66,799,320,6.67,5,15,0,85,60.8,85.12,602,772.5,1165.5,93,802,72.1,237,13,1139,87.6,179,9,"Hamstring Injury, Calf Injury, Fracture, Ankle Injury, Ligament Damage, Knee Injury, ACL Injury",29-05-2024,597,1.3,1,1,1,1,3.12,208,0,0.388,18997,0.272,0.32,0.408,6.28,274861,54.9,0,8.6,6479,3602,19353,40.99,56.49,11.99,1,Stable,0.447058824,0.282352941,310,0.729411765,135.3089005,213.5867769,8.5,13.5,7.72,51.05882353,6.257142857,127.0487966,1,Prime,0,0.213012,24.00599412,0.4588,0,40.50936471,60.82367353,96.47383831,26-29
PL0249,Denis Zakaria,Switzerland,CDM,Monaco,28,24-05-1998,Both,15-01-2029,3,425,25844,190,120,1307,470,49.66,799,320,6.67,5,15,0,85,60.8,85.12,602,772.5,1165.5,93,802,72.1,237,13,1139,87.6,179,9,"Hamstring Injury, Calf Injury, Fracture, Ankle Injury, Ligament Damage, Knee Injury, ACL Injury",29-05-2024,597,1.3,1,1,1,1,3.12,208,0,0.388,18997,0.272,0.32,0.408,6.28,274861,54.9,0,8.6,6479,3602,19353,48.22,63.23,73.38,2,Rising,0.447058824,0.282352941,310,0.729411765,135.3089005,213.5867769,8.5,13.5,7.72,51.05882353,6.257142857,149.4582331,1,Prime,0,0.213012,24.00599412,0.4588,0,40.50936471,60.82367353,82.30265076,26-29
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,407,36305,235,122,460,394,53.86,438,167,6.5,5,61,4,81.4,89.2,85.12,602,772.5,1165.5,93,802,72.1,237,9,877,97.4,175,38,"Meniscus Tear, Hamstring Injury, Achilles Injury, Calf Injury, Knee Injury, ACL Injury, Hip Injury",11-09-2025,127,0.9,1,1,1,1,2.4,159,0,0.096,6619,0.235,0.529,0.236,2.95,56476,8.9,1,7.26,1810,564,4159,52.71,68.41,100.46,6,Rising,0.577395577,0.2997543,357,0.877149877,153.8347458,295.1626016,-0.1,13.14,6.2,60.93366093,9.74,163.37502,0,Emerging,29.78561943,0.008544,2.491551304,0.2757,3.501451,41.36613219,32.02039305,77.01756132,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,407,36305,235,122,460,394,53.86,438,167,6.5,5,61,4,81.4,89.2,85.12,602,772.5,1165.5,93,802,72.1,237,9,877,97.4,175,38,"Meniscus Tear, Hamstring Injury, Achilles Injury, Calf Injury, Knee Injury, ACL Injury, Hip Injury",11-09-2025,127,0.9,1,1,1,1,2.4,159,0,0.096,6619,0.235,0.529,0.236,2.95,56476,8.9,1,7.26,1810,564,4159,54.41,60.69,64.89,2,Rising,0.577395577,0.2997543,357,0.877149877,153.8347458,295.1626016,-0.1,13.14,6.2,60.93366093,9.74,168.6441821,0,Emerging,11.54199596,0.008544,2.491551304,0.2757,3.501451,41.36613219,32.02039305,74.65463307,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,407,36305,235,122,460,394,53.86,438,167,6.5,5,61,4,81.4,89.2,85.12,602,772.5,1165.5,93,802,72.1,237,9,877,97.4,175,38,"Meniscus Tear, Hamstring Injury, Achilles Injury, Calf Injury, Knee Injury, ACL Injury, Hip Injury",11-09-2025,127,0.9,1,1,1,1,2.4,159,0,0.163,10288,0.277,0.557,0.166,2.22,76561,54.2,1,7.8,2038,3817,15220,52.71,68.41,100.46,6,Rising,0.577395577,0.2997543,357,0.877149877,153.8347458,295.1626016,-0.1,13.14,6.2,60.93366093,9.74,163.37502,0,Emerging,29.78561943,0.088346,3.343163256,0.3149,5.730416,41.44453219,33.33701098,77.16353042,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,407,36305,235,122,460,394,53.86,438,167,6.5,5,61,4,81.4,89.2,85.12,602,772.5,1165.5,93,802,72.1,237,9,877,97.4,175,38,"Meniscus Tear, Hamstring Injury, Achilles Injury, Calf Injury, Knee Injury, ACL Injury, Hip Injury",11-09-2025,127,0.9,1,1,1,1,2.4,159,0,0.163,10288,0.277,0.557,0.166,2.22,76561,54.2,1,7.8,2038,3817,15220,54.41,60.69,64.89,2,Rising,0.577395577,0.2997543,357,0.877149877,153.8347458,295.1626016,-0.1,13.14,6.2,60.93366093,9.74,168.6441821,0,Emerging,11.54199596,0.088346,3.343163256,0.3149,5.730416,41.44453219,33.33701098,74.79612378,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,407,36305,235,122,460,394,53.86,438,167,6.5,5,61,4,81.4,89.2,85.12,602,772.5,1165.5,93,802,72.1,237,6,708,118,168,23,"Shoulder Injury, Hamstring Injury, Calf Injury, Concussion, Knee Injury, ACL Injury",08-05-2024,618,0.6,1,1,1,1,1.94,176,0,0.096,6619,0.235,0.529,0.236,2.95,56476,8.9,1,7.26,1810,564,4159,52.71,68.41,100.46,6,Rising,0.577395577,0.2997543,357,0.877149877,153.8347458,295.1626016,-0.1,13.14,5.14,56.75675676,16.85714286,163.37502,0,Emerging,29.78561943,0.008544,2.491551304,0.2757,3.501451,40.53075135,33.72270263,75.46220695,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,407,36305,235,122,460,394,53.86,438,167,6.5,5,61,4,81.4,89.2,85.12,602,772.5,1165.5,93,802,72.1,237,6,708,118,168,23,"Shoulder Injury, Hamstring Injury, Calf Injury, Concussion, Knee Injury, ACL Injury",08-05-2024,618,0.6,1,1,1,1,1.94,176,0,0.096,6619,0.235,0.529,0.236,2.95,56476,8.9,1,7.26,1810,564,4159,54.41,60.69,64.89,2,Rising,0.577395577,0.2997543,357,0.877149877,153.8347458,295.1626016,-0.1,13.14,5.14,56.75675676,16.85714286,168.6441821,0,Emerging,11.54199596,0.008544,2.491551304,0.2757,3.501451,40.53075135,33.72270263,73.14699757,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,407,36305,235,122,460,394,53.86,438,167,6.5,5,61,4,81.4,89.2,85.12,602,772.5,1165.5,93,802,72.1,237,6,708,118,168,23,"Shoulder Injury, Hamstring Injury, Calf Injury, Concussion, Knee Injury, ACL Injury",08-05-2024,618,0.6,1,1,1,1,1.94,176,0,0.163,10288,0.277,0.557,0.166,2.22,76561,54.2,1,7.8,2038,3817,15220,52.71,68.41,100.46,6,Rising,0.577395577,0.2997543,357,0.877149877,153.8347458,295.1626016,-0.1,13.14,5.14,56.75675676,16.85714286,163.37502,0,Emerging,29.78561943,0.088346,3.343163256,0.3149,5.730416,40.60915135,35.03932056,75.60817604,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,407,36305,235,122,460,394,53.86,438,167,6.5,5,61,4,81.4,89.2,85.12,602,772.5,1165.5,93,802,72.1,237,6,708,118,168,23,"Shoulder Injury, Hamstring Injury, Calf Injury, Concussion, Knee Injury, ACL Injury",08-05-2024,618,0.6,1,1,1,1,1.94,176,0,0.163,10288,0.277,0.557,0.166,2.22,76561,54.2,1,7.8,2038,3817,15220,54.41,60.69,64.89,2,Rising,0.577395577,0.2997543,357,0.877149877,153.8347458,295.1626016,-0.1,13.14,5.14,56.75675676,16.85714286,168.6441821,0,Emerging,11.54199596,0.088346,3.343163256,0.3149,5.730416,40.60915135,35.03932056,73.28848827,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,449,23921,96,137,599,591,46.22,636,426,7.07,3,69,4,149.7,53.3,85.12,602,772.5,1165.5,93,802,72.1,237,9,877,97.4,175,38,"Meniscus Tear, Hamstring Injury, Achilles Injury, Calf Injury, Knee Injury, ACL Injury, Hip Injury",11-09-2025,127,0.9,1,1,1,1,2.4,159,0,0.096,6619,0.235,0.529,0.236,2.95,56476,8.9,1,7.26,1810,564,4159,52.71,68.41,100.46,6,Rising,0.213808463,0.305122494,233,0.518930958,246.6082474,173.3405797,-0.9,11.98,6.2,64.58797327,9.74,163.37502,0,Emerging,29.78561943,0.008544,2.491551304,0.2757,3.501451,44.14499465,33.40982428,82.1913883,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,449,23921,96,137,599,591,46.22,636,426,7.07,3,69,4,149.7,53.3,85.12,602,772.5,1165.5,93,802,72.1,237,9,877,97.4,175,38,"Meniscus Tear, Hamstring Injury, Achilles Injury, Calf Injury, Knee Injury, ACL Injury, Hip Injury",11-09-2025,127,0.9,1,1,1,1,2.4,159,0,0.096,6619,0.235,0.529,0.236,2.95,56476,8.9,1,7.26,1810,564,4159,54.41,60.69,64.89,2,Rising,0.213808463,0.305122494,233,0.518930958,246.6082474,173.3405797,-0.9,11.98,6.2,64.58797327,9.74,168.6441821,0,Emerging,11.54199596,0.008544,2.491551304,0.2757,3.501451,44.14499465,33.40982428,79.66972506,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,449,23921,96,137,599,591,46.22,636,426,7.07,3,69,4,149.7,53.3,85.12,602,772.5,1165.5,93,802,72.1,237,9,877,97.4,175,38,"Meniscus Tear, Hamstring Injury, Achilles Injury, Calf Injury, Knee Injury, ACL Injury, Hip Injury",11-09-2025,127,0.9,1,1,1,1,2.4,159,0,0.163,10288,0.277,0.557,0.166,2.22,76561,54.2,1,7.8,2038,3817,15220,52.71,68.41,100.46,6,Rising,0.213808463,0.305122494,233,0.518930958,246.6082474,173.3405797,-0.9,11.98,6.2,64.58797327,9.74,163.37502,0,Emerging,29.78561943,0.088346,3.343163256,0.3149,5.730416,44.22339465,34.72644221,82.33735739,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,449,23921,96,137,599,591,46.22,636,426,7.07,3,69,4,149.7,53.3,85.12,602,772.5,1165.5,93,802,72.1,237,9,877,97.4,175,38,"Meniscus Tear, Hamstring Injury, Achilles Injury, Calf Injury, Knee Injury, ACL Injury, Hip Injury",11-09-2025,127,0.9,1,1,1,1,2.4,159,0,0.163,10288,0.277,0.557,0.166,2.22,76561,54.2,1,7.8,2038,3817,15220,54.41,60.69,64.89,2,Rising,0.213808463,0.305122494,233,0.518930958,246.6082474,173.3405797,-0.9,11.98,6.2,64.58797327,9.74,168.6441821,0,Emerging,11.54199596,0.088346,3.343163256,0.3149,5.730416,44.22339465,34.72644221,79.81121576,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,449,23921,96,137,599,591,46.22,636,426,7.07,3,69,4,149.7,53.3,85.12,602,772.5,1165.5,93,802,72.1,237,6,708,118,168,23,"Shoulder Injury, Hamstring Injury, Calf Injury, Concussion, Knee Injury, ACL Injury",08-05-2024,618,0.6,1,1,1,1,1.94,176,0,0.096,6619,0.235,0.529,0.236,2.95,56476,8.9,1,7.26,1810,564,4159,52.71,68.41,100.46,6,Rising,0.213808463,0.305122494,233,0.518930958,246.6082474,173.3405797,-0.9,11.98,5.14,60.80178174,16.85714286,163.37502,0,Emerging,29.78561943,0.008544,2.491551304,0.2757,3.501451,43.38775635,35.15120513,80.78152364,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,449,23921,96,137,599,591,46.22,636,426,7.07,3,69,4,149.7,53.3,85.12,602,772.5,1165.5,93,802,72.1,237,6,708,118,168,23,"Shoulder Injury, Hamstring Injury, Calf Injury, Concussion, Knee Injury, ACL Injury",08-05-2024,618,0.6,1,1,1,1,1.94,176,0,0.096,6619,0.235,0.529,0.236,2.95,56476,8.9,1,7.26,1810,564,4159,54.41,60.69,64.89,2,Rising,0.213808463,0.305122494,233,0.518930958,246.6082474,173.3405797,-0.9,11.98,5.14,60.80178174,16.85714286,168.6441821,0,Emerging,11.54199596,0.008544,2.491551304,0.2757,3.501451,43.38775635,35.15120513,78.30311559,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,449,23921,96,137,599,591,46.22,636,426,7.07,3,69,4,149.7,53.3,85.12,602,772.5,1165.5,93,802,72.1,237,6,708,118,168,23,"Shoulder Injury, Hamstring Injury, Calf Injury, Concussion, Knee Injury, ACL Injury",08-05-2024,618,0.6,1,1,1,1,1.94,176,0,0.163,10288,0.277,0.557,0.166,2.22,76561,54.2,1,7.8,2038,3817,15220,52.71,68.41,100.46,6,Rising,0.213808463,0.305122494,233,0.518930958,246.6082474,173.3405797,-0.9,11.98,5.14,60.80178174,16.85714286,163.37502,0,Emerging,29.78561943,0.088346,3.343163256,0.3149,5.730416,43.46615635,36.46782306,80.92749273,22-25
PL0250,Folarin Balogun,USA,ST,Monaco,23,04-12-2003,Both,15-01-2029,3,449,23921,96,137,599,591,46.22,636,426,7.07,3,69,4,149.7,53.3,85.12,602,772.5,1165.5,93,802,72.1,237,6,708,118,168,23,"Shoulder Injury, Hamstring Injury, Calf Injury, Concussion, Knee Injury, ACL Injury",08-05-2024,618,0.6,1,1,1,1,1.94,176,0,0.163,10288,0.277,0.557,0.166,2.22,76561,54.2,1,7.8,2038,3817,15220,54.41,60.69,64.89,2,Rising,0.213808463,0.305122494,233,0.518930958,246.6082474,173.3405797,-0.9,11.98,5.14,60.80178174,16.85714286,168.6441821,0,Emerging,11.54199596,0.088346,3.343163256,0.3149,5.730416,43.46615635,36.46782306,78.44460629,22-25
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,352,30373,71,90,863,501,46.22,330,706,6.52,10,12,3,35.2,86.3,83.81,505,772.5,1165.5,93,802,72.1,237,2,295,147.5,166,129,"Groin Strain, Knee Injury",04-10-2025,104,0.2,1,0,0,0,0.81,46,0,0,28973,0.024,0.638,0.338,6.29,254224,12.7,1,2.88,7548,160,6104,46.07,57.14,138.24,6,Stable,0.201704545,0.255681818,161,0.457386364,421.8472222,333.7692308,5.8,17.04,1.21,86.93181818,49.16666667,190.3923904,0,Experienced,0,0,0,0.1084,18.484774,47.09116364,41.12558182,100.044962,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,352,30373,71,90,863,501,46.22,330,706,6.52,10,12,3,35.2,86.3,83.81,505,772.5,1165.5,93,802,72.1,237,2,295,147.5,166,129,"Groin Strain, Knee Injury",04-10-2025,104,0.2,1,0,0,0,0.81,46,0,0,28973,0.024,0.638,0.338,6.29,254224,12.7,1,2.88,7548,160,6104,49.57,62.62,78.85,4,Rising,0.201704545,0.255681818,161,0.457386364,421.8472222,333.7692308,5.8,17.04,1.21,86.93181818,49.16666667,204.8567569,0,Experienced,0,0,0,0.1084,18.484774,47.09116364,41.12558182,93.12075071,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,352,30373,71,90,863,501,46.22,330,706,6.52,10,12,3,35.2,86.3,83.81,505,772.5,1165.5,93,802,72.1,237,2,295,147.5,166,129,"Groin Strain, Knee Injury",04-10-2025,104,0.2,1,0,0,0,0.81,46,0,0.233,34499,0.313,0.387,0.3,10.89,489249,20.9,0,7.18,8933,4263,18202,46.07,57.14,138.24,6,Stable,0.201704545,0.255681818,161,0.457386364,421.8472222,333.7692308,5.8,17.04,1.21,86.93181818,49.16666667,190.3923904,0,Experienced,0,0.048697,26.51225497,0.3815,0,47.63736364,81.16706428,101.2053615,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,352,30373,71,90,863,501,46.22,330,706,6.52,10,12,3,35.2,86.3,83.81,505,772.5,1165.5,93,802,72.1,237,2,295,147.5,166,129,"Groin Strain, Knee Injury",04-10-2025,104,0.2,1,0,0,0,0.81,46,0,0.233,34499,0.313,0.387,0.3,10.89,489249,20.9,0,7.18,8933,4263,18202,49.57,62.62,78.85,4,Rising,0.201704545,0.255681818,161,0.457386364,421.8472222,333.7692308,5.8,17.04,1.21,86.93181818,49.16666667,204.8567569,0,Experienced,0,0.048697,26.51225497,0.3815,0,47.63736364,81.16706428,94.20083772,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,352,30373,71,90,863,501,46.22,330,706,6.52,10,12,3,35.2,86.3,83.81,505,772.5,1165.5,93,802,72.1,237,2,259,129.5,150,109,"Fracture, Concussion",29-02-2024,687,0.2,0,0,0,1,0.71,38,0,0,28973,0.024,0.638,0.338,6.29,254224,12.7,1,2.88,7548,160,6104,46.07,57.14,138.24,6,Stable,0.201704545,0.255681818,161,0.457386364,421.8472222,333.7692308,5.8,17.04,1.11,89.20454545,43.16666667,190.3923904,0,Experienced,0,0,0,0.1084,18.484774,47.54570909,41.55285455,101.0106418,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,352,30373,71,90,863,501,46.22,330,706,6.52,10,12,3,35.2,86.3,83.81,505,772.5,1165.5,93,802,72.1,237,2,259,129.5,150,109,"Fracture, Concussion",29-02-2024,687,0.2,0,0,0,1,0.71,38,0,0,28973,0.024,0.638,0.338,6.29,254224,12.7,1,2.88,7548,160,6104,49.57,62.62,78.85,4,Rising,0.201704545,0.255681818,161,0.457386364,421.8472222,333.7692308,5.8,17.04,1.11,89.20454545,43.16666667,204.8567569,0,Experienced,0,0,0,0.1084,18.484774,47.54570909,41.55285455,94.0195948,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,352,30373,71,90,863,501,46.22,330,706,6.52,10,12,3,35.2,86.3,83.81,505,772.5,1165.5,93,802,72.1,237,2,259,129.5,150,109,"Fracture, Concussion",29-02-2024,687,0.2,0,0,0,1,0.71,38,0,0.233,34499,0.313,0.387,0.3,10.89,489249,20.9,0,7.18,8933,4263,18202,46.07,57.14,138.24,6,Stable,0.201704545,0.255681818,161,0.457386364,421.8472222,333.7692308,5.8,17.04,1.11,89.20454545,43.16666667,190.3923904,0,Experienced,0,0.048697,26.51225497,0.3815,0,48.09190909,81.594337,102.1710412,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,352,30373,71,90,863,501,46.22,330,706,6.52,10,12,3,35.2,86.3,83.81,505,772.5,1165.5,93,802,72.1,237,2,259,129.5,150,109,"Fracture, Concussion",29-02-2024,687,0.2,0,0,0,1,0.71,38,0,0.233,34499,0.313,0.387,0.3,10.89,489249,20.9,0,7.18,8933,4263,18202,49.57,62.62,78.85,4,Rising,0.201704545,0.255681818,161,0.457386364,421.8472222,333.7692308,5.8,17.04,1.11,89.20454545,43.16666667,204.8567569,0,Experienced,0,0.048697,26.51225497,0.3815,0,48.09190909,81.594337,95.09968181,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,365,29113,151,45,533,529,42.25,722,638,6.64,1,77,2,365,79.8,85.12,602,772.5,1165.5,93,802,72.1,237,2,295,147.5,166,129,"Groin Strain, Knee Injury",04-10-2025,104,0.2,1,0,0,0,0.81,46,0,0,28973,0.024,0.638,0.338,6.29,254224,12.7,1,2.88,7548,160,6104,46.07,57.14,138.24,6,Stable,0.41369863,0.123287671,196,0.536986301,191.5328947,632.8913043,0.3,8.3,1.21,87.39726027,49.16666667,190.3923904,0,Experienced,0,0,0,0.1084,18.484774,45.91625205,40.53812603,97.54886776,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,365,29113,151,45,533,529,42.25,722,638,6.64,1,77,2,365,79.8,85.12,602,772.5,1165.5,93,802,72.1,237,2,295,147.5,166,129,"Groin Strain, Knee Injury",04-10-2025,104,0.2,1,0,0,0,0.81,46,0,0,28973,0.024,0.638,0.338,6.29,254224,12.7,1,2.88,7548,160,6104,49.57,62.62,78.85,4,Rising,0.41369863,0.123287671,196,0.536986301,191.5328947,632.8913043,0.3,8.3,1.21,87.39726027,49.16666667,204.8567569,0,Experienced,0,0,0,0.1084,18.484774,45.91625205,40.53812603,90.79741359,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,365,29113,151,45,533,529,42.25,722,638,6.64,1,77,2,365,79.8,85.12,602,772.5,1165.5,93,802,72.1,237,2,295,147.5,166,129,"Groin Strain, Knee Injury",04-10-2025,104,0.2,1,0,0,0,0.81,46,0,0.233,34499,0.313,0.387,0.3,10.89,489249,20.9,0,7.18,8933,4263,18202,46.07,57.14,138.24,6,Stable,0.41369863,0.123287671,196,0.536986301,191.5328947,632.8913043,0.3,8.3,1.21,87.39726027,49.16666667,190.3923904,0,Experienced,0,0.048697,26.51225497,0.3815,0,46.46245205,80.57960849,98.70926717,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,365,29113,151,45,533,529,42.25,722,638,6.64,1,77,2,365,79.8,85.12,602,772.5,1165.5,93,802,72.1,237,2,295,147.5,166,129,"Groin Strain, Knee Injury",04-10-2025,104,0.2,1,0,0,0,0.81,46,0,0.233,34499,0.313,0.387,0.3,10.89,489249,20.9,0,7.18,8933,4263,18202,49.57,62.62,78.85,4,Rising,0.41369863,0.123287671,196,0.536986301,191.5328947,632.8913043,0.3,8.3,1.21,87.39726027,49.16666667,204.8567569,0,Experienced,0,0.048697,26.51225497,0.3815,0,46.46245205,80.57960849,91.8775006,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,365,29113,151,45,533,529,42.25,722,638,6.64,1,77,2,365,79.8,85.12,602,772.5,1165.5,93,802,72.1,237,2,259,129.5,150,109,"Fracture, Concussion",29-02-2024,687,0.2,0,0,0,1,0.71,38,0,0,28973,0.024,0.638,0.338,6.29,254224,12.7,1,2.88,7548,160,6104,46.07,57.14,138.24,6,Stable,0.41369863,0.123287671,196,0.536986301,191.5328947,632.8913043,0.3,8.3,1.11,89.5890411,43.16666667,190.3923904,0,Experienced,0,0,0,0.1084,18.484774,46.35460822,40.95730411,98.48015343,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,365,29113,151,45,533,529,42.25,722,638,6.64,1,77,2,365,79.8,85.12,602,772.5,1165.5,93,802,72.1,237,2,259,129.5,150,109,"Fracture, Concussion",29-02-2024,687,0.2,0,0,0,1,0.71,38,0,0,28973,0.024,0.638,0.338,6.29,254224,12.7,1,2.88,7548,160,6104,49.57,62.62,78.85,4,Rising,0.41369863,0.123287671,196,0.536986301,191.5328947,632.8913043,0.3,8.3,1.11,89.5890411,43.16666667,204.8567569,0,Experienced,0,0,0,0.1084,18.484774,46.35460822,40.95730411,91.66424406,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,365,29113,151,45,533,529,42.25,722,638,6.64,1,77,2,365,79.8,85.12,602,772.5,1165.5,93,802,72.1,237,2,259,129.5,150,109,"Fracture, Concussion",29-02-2024,687,0.2,0,0,0,1,0.71,38,0,0.233,34499,0.313,0.387,0.3,10.89,489249,20.9,0,7.18,8933,4263,18202,46.07,57.14,138.24,6,Stable,0.41369863,0.123287671,196,0.536986301,191.5328947,632.8913043,0.3,8.3,1.11,89.5890411,43.16666667,190.3923904,0,Experienced,0,0.048697,26.51225497,0.3815,0,46.90080822,80.99878657,99.64055283,26-29
PL0251,Takumi Minamino,Japan,CAM,Monaco,29,24-01-1997,Left,15-01-2030,4,365,29113,151,45,533,529,42.25,722,638,6.64,1,77,2,365,79.8,85.12,602,772.5,1165.5,93,802,72.1,237,2,259,129.5,150,109,"Fracture, Concussion",29-02-2024,687,0.2,0,0,0,1,0.71,38,0,0.233,34499,0.313,0.387,0.3,10.89,489249,20.9,0,7.18,8933,4263,18202,49.57,62.62,78.85,4,Rising,0.41369863,0.123287671,196,0.536986301,191.5328947,632.8913043,0.3,8.3,1.11,89.5890411,43.16666667,204.8567569,0,Experienced,0,0.048697,26.51225497,0.3815,0,46.90080822,80.99878657,92.74433106,26-29
PL0252,Vanderson,Brazil,RB,Monaco,23,10-04-2003,Right,16-01-2027,1,387,36744,13,33,863,501,46.22,478,444,7.52,5,78,4,77.4,94.9,86.11,1245,688,944,93,802,72.1,237,14,1046,74.7,156,18,"Shoulder Injury, Ankle Injury, Calf Injury, Hamstring Injury, Groin Strain, Concussion, Knee Injury, Muscle Injury, ACL Injury, Hip Injury",10-05-2023,982,1.4,1,1,1,1,2.87,181,0,0.284,8789,0.307,0.414,0.279,6.97,128808,73.6,1,9.64,2584,3661,3997,33.87,43.29,106.98,6,Rising,0.033591731,0.085271318,46,0.118863049,2624.571429,1080.705882,-1.8,12.74,7.67,53.22997416,4.98,34.99343532,0,Emerging,27.81222321,0.209024,17.97639027,0.4193,3.638646,44.11259483,53.68088282,126.5058642,22-25
